영화명,리뷰,word
슬픔보다 더 슬픈 이야기,가슴 따뜻한 사람들이 늦은 밤 홀로 보면 좋을 감동적인 영화,따뜻하다 홀로 좋다 감동 
슬픔보다 더 슬픈 이야기,아줌마마저도 외면한 감성팔이,아줌마 외면 감성 팔이 
슬픔보다 더 슬픈 이야기,이 영활 왜 이제서야 봤는지 정말 여운이 많이 남네요,영활 여운 
슬픔보다 더 슬픈 이야기,서로 사랑하지만 함께 할 수 없기에 너무 가슴 아프고 슬픈 사랑이야기,사랑 아프다 슬프다 사랑 
슬픔보다 더 슬픈 이야기,내가 너 따라가서 다 갚아줄게,따라가다 갚다 
왓치맨,블랙 코미디의 정수이며 최고의 히어로 무비,블랙 코미디 정수 최고 히어로 
왓치맨,진지하고 무거우나 흥미로운 히어로물,진지하다 무겁다 흥미롭다 히어로 
더 레슬러,결말보단 과정이 빛나는 영화,결말 빛나다 
더 레슬러,이런 명작 영화가 있었다니,명작 
더 레슬러,미키루크 정말 잘 돌아오게 한 영화,미키 루크 돌아오다 
더 레슬러,미키루크의 삶을 영화로 만들다,미키 루크 
더 레슬러,미키루크가 호연을 보인 사실상 마지막 영화,미키 루크 호연 마지막 
더 레슬러,한때 국민적 우상이 컨테이너 뒷방 노인네가 됐지만 그는 영원히 꿈꾼다 그때 그 함성을,국민 우상 컨테이너 뒷방 노인 영원하다 꿈꾸다 함성 
더 레슬러,미키루크 최고의 연기인 것 같다,미키 루크 최고 
더 레슬러,이건 연기가 아니네 보고나니 맘이 왜케 아프냐,아프다 
더 레슬러,스토리는 질리도록 많이 봐온 내용이지만 스크린을 지배하는 미키루크의 연기력과 존재감이 압도적이네요,스토리 질리다 스크린 지배 미키 루크 존재 압도 
더 레슬러,초반의 흥미가 줄곧 유지되는군,흥미 줄곧 유지 
더 레슬러,이 영화를 통해 미키 루크도 다시 비상했다지,미키 루크 비상하다 
더 레슬러,레슬러와 미키 루크의 재기가 묘하게 맞물린다,레슬러 미키 루크 재기 물리다 
더 레슬러,미키루크의 영혼이 담긴영화,미키 루크 영혼 
킬러들의 도시,아이는 살아야한다 엄마와같이,엄마 
킬러들의 도시,다정다감한 유머로 멋스럽게,다정다감하다 유머 
킬러들의 도시,영화는 취향에 안 맞지만 배우들의 연기는 멋들어진다,취향 
킬러들의 도시,평범함으로 시작해 결국 묵직함으로 심장을 조이는 친절한 사람들,평범하다 시작 묵직하다 심장 조이다 친절하다 
킬러들의 도시,긴장감있는 전개와 유머가 몰입도를 높여가는군,긴장감 유머 몰입도 높이다 
킬러들의 도시,깨어있지만 꿈꾸는 것 같아,깨다 꿈꾸다 
킬러들의 도시,새로운 느낌의 영화를 찾는다면 정말 좋을듯,새롭다 좋다 
라스트프로포즈,마음을 간지럽히는 감미로움을 찾아볼 수 없는 밋밋한 멜로,마음 간지럽다 감미 찾아보다 밋밋하다 멜로 
라스트프로포즈,졸면서 보긴 했지만 기억에 계속남아 영화와 관련된 여러가지등을 찾게한 영화라서,졸다 기억 
라스트프로포즈,좋았습니다 예전의 유덕화를 추억하며  재미있겠잘밨습니다,좋다 유덕화 추억 재미있다 밨습니 
라스트프로포즈,TV 광고 봤는데 풍성하고 정감있는 느낌,정감 
프로스트 VS 닉슨,두 남자의 토나오는 썰전,남자 토나오다 썰전 
프로스트 VS 닉슨,탄탄한 스토리 전개가 흥미를 유지하는군,탄탄하다 스토리 흥미 유지 
프로스트 VS 닉슨,대화로만 풀어가는 스릴과 서스펜스 대단하다 액션하나없이 이렇게 사람을 몰입하게 만들고 긴장하게 만드는가 대단한 연출력,대화 풀다 스릴 서스펜스 대단하다 액션 몰입 긴장 대단하다 
프로스트 VS 닉슨,솔직히 지루햇다 싸울때 가끔가다 웃긴햇지만,솔직하다 지루하다 싸우다 웃기다 
인터내셔널,화려하고 자극적인 액션 보다는 치열한 머리 싸움이 주가 되는 스릴러,화려하다 자극 액션 치열하다 싸움 주가 스릴러 
인터내셔널,클라우드 아틀라스도 그렇고 지루한 영화 만드는데 일가견 있는 감독,클라우드 아틀라스 지루하다 일가견 
인터내셔널,나오미 왓츠 많이 늙었네,나오미 왓츠 늙다 
인터내셔널,관람한지 벌써 4년 전 다른 곳에 그냥저냥한 영화라고 남긴게 있네,한지 벌써 남기다 
인터내셔널,그럭저럭 킬링타임용에 그치는군,킬링타임 그치다 
인터내셔널,거대한 이익관계 앞의 초라한 샐린저요원,거대하다 이익관 초라하다 샐린저 요원 
인터내셔널,지루해질수도 있었지만 우리에 현실을 긴장감 있게 표현한 멋진 영화네요,지루하다 현실 긴장감 멋지다 
인터내셔널,예상외로 재미있었다 박물관의 총격씬도 좋아고 이야기 전개가 꽤 빨라서 보기 좋더이다,재미있다 박물관 총격씬 좋다 좋다 
인터내셔널,의미있는영화 재미있게보았습니다,재미있다 
인터내셔널,예고편 볼땐 훙미가 있었는데 막상 영화를 보니 줄거리도 구성도 약간은 조금,훙미 막상 
언데드,공포영화중에 좀비나오는건 제일 잼없다,공포영화 좀비 
언데드,포스터에 이끌려서 봤다가 실망만 얻고 가는 영화,포스터 이끌다 실망 
언데드,오랜만에본 돈 아까운영화임,아깝다 
언데드,마지막에이렇게끝나지않길바랬는데,마지막 끝나다 바랬 
언데드,역시 외국공포영화를 그저그렇네,외국 공포영화 
구세주 2,한마디로 재미도 흥미도 없는 영화,재미 흥미 
구세주 2,아무도 안 기다린거 알지만 만들었다,기다리다 
구세주 2,코미디영화가이정도웃기면되지 멀더바라는지 유치한몇장면빼면 전나웃기던데 이걸안웃기다는것들은멀보고웃냐,코미디 웃기 멀더 유치하다 웃기다 웃기다 웃다 
구세주 2,잔잔한 웃음 잔잔한 감동정도 기대를 안 했는데요 괜찮더라구요,잔잔하다 웃음 잔잔하다 감동 기대 괜찮다 
구세주 2,가벼운 맘으로 신나게 웃을 수 있는 영화,가볍다 신나다 
구세주 2,이미지 좋고  훨훨 날라라,이미지 좋다 훨훨 
블레임 : 인류멸망 2011,이제 절반가량 봤는데 지루해 죽을것 같음,절반 가량 지루하다 죽다 
블레임 : 인류멸망 2011,이거 볼만해요 메시지도 있고 들떠러진 인터넷 평가는 못믿겠다니깐 이래서,메시지 들뜨다 인터넷 평가 믿다 
블레임 : 인류멸망 2011,2009년도 최고의 화제작,최고 
블레임 : 인류멸망 2011,일본영화의 고정관념을 부쉈다 느낌표 다섯개,고정관념 느낌표 
블레임 : 인류멸망 2011,망크후님의 댓글 덕분이기도 하고 왠지 재밌을거같음 봐야지,재밌다 
레이첼 결혼하다,갈 수록 그들 모두를 이해할 수 있었다,수록 
레이첼 결혼하다,매력있는 킴 역할의 앤 해서웨이와 가족을 되돌아보게 하는 영화,매력 해서웨이 가족 
나의 마음은 지지 않았다,오늘 교육방송에서 봤어요,교육방송 
핸드폰,스토리도  신선하고 잘 만들어진 영화 박용우의 재발견 하지만 엄태웅의 발연기 때문에 몰입이 안된다,스토리 신선하다 만들어지다 박용우 발견 엄태웅 발연기 몰입 안되다 
핸드폰,박용우 은근히 연기 잘함,박용우 
핸드폰,너무 많은 것을 담으려다 보니 초점이 흔들리다 못해 막 나간다,담다 흔들리다 
핸드폰,엄태웅의 연기력이 돋보이는 영화,엄태웅 돋보이다 
핸드폰,그러니까 감정노동자들에게 잘하란 말이야,감정노동자 
핸드폰,정주임 그 또라이때문에 시작된 악몽 인생의 정주임같은 또라이만나지않기를,주임 시작 악몽 인생 주임 만나다 
핸드폰,배우들의 열연이 돋보이는 영화,열연 돋보이다 
핸드폰,평점이생각보다낮네 캐릭터가좀짜증나기도하고불쌍하기도하고 근데재밌음,낮다 짜증나다 기도 불쌍하다 재밌다 
핸드폰,보는 내내 짜증이 치밀었음 내가 폰 잊어버린 사람 입장에서 보니깐 아우 정말 열받아서 보다 껏음,짜증 치밀다 잊어버리다 아우 껏음 
문프린세스 : 문에이커의 비밀,한 권의 동화책을 읽은 것 같아요,동화책 
문프린세스 : 문에이커의 비밀,진짜욕나오는 영화 보지마세요 절데로,절데 
말리와 나,미국 사람들이 꿈꾸는 가정의 모습이 가득가득하다,미국 꿈꾸다 가정 가득하다 
말리와 나,감동적이었오요 강아지 뿐만 아니라 결혼과 인생에 대해서 조금 생각해볼만한 영화,감동 강아지 결혼 인생 
말리와 나,잔잔한 감동이 있는 영화이긴한데 개 안키워 보거나 개를 크게 좋아하지 않는다면 크게 어필하지 못할 것같아요,잔잔하다 감동 이기다 키우다 좋아하다 어필 
말리와 나,개를 키워봤거나 개를 좋아한다면 완전 강추X10000000000000000000000000000000,키우다 좋아하다 강추 
가필드-마법의 샘물,재미 있을 것 같아요 나중에 비디오로 꼭 봐야겠어요,재미 
레볼루셔너리 로드,결혼생활의 이상과 현실에 대한 일견 동의하고 일견 동의할 수 없는 이분법,결혼 생활 현실 일견 동의 일견 동의 이분법 
레볼루셔너리 로드,두배우의 명연기가  가슴을 저미는 영화,명연기 밉다 
레볼루셔너리 로드,어머 이런 영화는 봐야해,어머 
레볼루셔너리 로드,평화로운 일상이 현실을 옥죄이다,평화롭다 일상 현실 옥죄 
레볼루셔너리 로드,기대했던 영화는 아니었다,기대하다 
레볼루셔너리 로드,해피엔딩만 난무하는 영화들 속에서 현실을 본것같아 약간 불편한 기분이 들었다,해피엔딩 난무 현실 불편하다 기분 
하이 스쿨 뮤지컬: 졸업반,잭 애프런이 너무 어른스러워졌네요,애프런 어른스럽다 
하이 스쿨 뮤지컬: 졸업반,너무 재밌어서 열혈 팬이욤,재밌다 
하이 스쿨 뮤지컬: 졸업반,역시 하이스쿨뮤지컬은 날 실망시키지 않아,하이스쿨 뮤지컬 실망 
하이 스쿨 뮤지컬: 졸업반,너무 재밌는 뮤지컬 영화,재밌다 뮤지컬 
벤자민 버튼의 시간은 거꾸로 간다,어마무시한 런닝타임 후반30분이 다했다,무시 런닝 타임 
벤자민 버튼의 시간은 거꾸로 간다,하루하루 함께 늙어갈 수 있다는 것에 감사,늙다 감사 
벤자민 버튼의 시간은 거꾸로 간다,언제나 사랑의 시간은 바르게 흐른다,사랑 바르게 흐르다 
벤자민 버튼의 시간은 거꾸로 간다,삶에 대한 교훈적 에세이,교훈 에세이 
벤자민 버튼의 시간은 거꾸로 간다,내 인생에 기억될 영화중의 하나,인생 기억 
벤자민 버튼의 시간은 거꾸로 간다,늙어가며 성숙하고 성숙하며 죽어간다,늙다 성숙하다 성숙하다 죽다 
벤자민 버튼의 시간은 거꾸로 간다,사랑을 하고싶거나 하고있거나 그만두려 한다면 꼭 한번 보시길,사랑 그만두다 
벤자민 버튼의 시간은 거꾸로 간다,방금 막 5번째 봤는데 다시 볼수록 감동적이며 많은 생각을 하게 만드는 나의 인생 영화다,감동 인생 
벤자민 버튼의 시간은 거꾸로 간다,지루함 없이 감동적이였음,지루함 감동 
작전,세월지나 봐도 명작부커 티 눈에 백태,세월 명작 
작전,박휘순님  대사  연기  쩐다 완벽함,박휘순 완벽하다 
작전,이런 재미있는 명작이 왜 흥행이 안 됬는지 의아하다,재미있다 명작 흥행 의아 
작전,영화 돈에 비하면 훨씬 잘만들어진 재평가될만한 주식영화,만들어지다 평가 주식 
작전,처음볼때는 재미없었는데 나중에 자꾸생각나서 또 보게되는 영화,재미없다 생각나다 
작전,잼있는 영화 남자 주인공 연기도 잘함,남자 
작전,중간중간 오그라드는장면도 있었지만 제작비 많이 들인 이런장르의 할리웃영화보다 괜찮았다,오그라들다 제작비 할리웃 괜찮다 
작전,탄탄한 시나리오와 몰입감쩌는 박휘순 캐릭터와 연기,탄탄하다 박휘순 
작전,박자 좋고 몰입감도 좋고 좋은 영화,박자 좋다 몰입 좋다 좋다 
작전,잘만들엇다 정말박용하가 그립네,박용하 그리다 
그는 당신에게 반하지 않았다,각스토리들이 질어울리고 각 스토리의 요점과 결말이 달라서 신선한 걍험이었음,스토리 어울리다 스토리 요점 결말 신선하다 
그는 당신에게 반하지 않았다,재미있었다 We Are Family Team WAF,재미있다 
그는 당신에게 반하지 않았다,여자에게 어울리는 영화인것 같군요,여자 어울리다 
그는 당신에게 반하지 않았다,루즈한면만 단점 not BAD,루즈 단점 
그는 당신에게 반하지 않았다,마음에 콕콕 와닿는 대사들,마음 닿다 
그는 당신에게 반하지 않았다,언제나 교묘한 옴니버스구성,교묘하다 옴니버스 
작은 영웅 데스페로,조카랑가서봤는데 조카가좋아하더라고요 재미도있고요 감사합니다,조카 조카 좋아하다 재미 감사하다 
다우트,근거없는 의심이 의심스럽다,근거 의심 의심스럽다 
다우트,편협과 신뢰의 상반된 미소,편협 신뢰 상반 미소 
다우트,적어도 연기력에는 의심이 없다,의심 
다우트,난 에이미 아담스 보는 것이 좋던데 수녀역할이 참 이쁨,에이미 아담 좋다 수녀 이쁘다 
다우트,위험하고 편협한 자기 확신,위험하다 편협 확신 
다우트,이런게  영화죠이  사람들이  진짜  배우죠 몰입도  흡입력 좋습니다  오랫만에  영화다운  영화봤네요,배우다 몰입도 흡입 좋다 
